case_id,court_type,petition_type,decision_date,petitioner_count,petitioner_A_tag,petitioner_B_tag,petitioner_C_tag,petitioner_D_tag,subject_count,subject_A_tag,subject_B_tag,Child_counsel,child_count,child_A_tag,child_A_birthdate,child_A_age,child_A_custody,child_A_result,childA_Suspension_type,childA_Suspension_months,childA_Suspension_end_date,child_B_tag,child_B_birthdate,child_B_age,child_B_custody,child_B_result,child_B_Suspension_type,child_B_Suspension_months,child_B_Suspension_end_date,child_C_tag,child_C_birthdate,child_C_age,child_C_custody,child_C_result,child_C_Suspension_type,child_C_Suspension_months,child_C_Suspension_end_date,child_D_tag,child_D_birthdate,child_D_age,child_D_custody,child_D_result,child_D_Suspension_type,child_D_Suspension_months,child_D_Suspension_end_date,physical_abuse,neglect,medical_neglect,psychological_abuse,sexual_abuse,summary,judgment_factors
1300,家裁,親権喪失,2025-02-25,1,[父方祖母],,,,1,[父],,FALSE,1,[子],2009-11-28,15,申立人,親権喪失,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,"【事案】
未成年者は、未婚の父母の子として出生後、父から認知され、父母及び父方祖父母と同居したが、日常的な監護は祖父母（祖父の死去後は祖母のみ）が担っていた。母は、父と結婚しないままH23頃に同居を解消し、未成年者の親権者を父と定める合意後は、未成年者と交流はない。父はR3.12に母とは異なる女性とその子と同居した。未成年者は当初共に転居する意向を示していたが、苗字を変えたくない、友達や祖母と離れたくない旨述べ、最終的に祖母と暮らすことを選んだ。父は別居後、学校行事等に参加することはあったが、R5の正月以降は未成年者と会っていない。未成年者は、自立まで祖母との二人暮らしを希望し、もう父と会わなくてもいい、父は親らしいことをしてこなかったので親権者でなくてもいいと述べるなど、父との関わりに消極的で、親権喪失又は停止に賛成の意向を示した。父は、審問で、親権喪失でよい旨述べ、金銭トラブルで対立した祖母と縁を切りたいと思っているし、未成年者が祖母との生活を選んだことに裏切られたと感じており、その後は全く興味がなく、金銭的な援助をするつもりはないし、祖母が面倒を見られないなら施設に預ければよいなどと述べた。
【判断】
父は、出生当初から関わりが薄かったが、特に祖母との対立が深まった後、未成年者への関心を失ったばかりか、関わりを拒否する姿勢が認められ、親権行使の態様（不行使も含む。）が著しく不適当で、未成年者の利益を著しく害している。父が、親権を喪失させて良いと述べ、親権行使への意欲も完全に失っている状態にあること等からすれば、現状が2年以内に解消する見込みも全く認められない。","【積極】
・未成年者の意向
・出生当初から関わりが薄い
・関わりを拒否し、親権行使の意欲がない"
1310,家裁,親権喪失,2025-09-09,1,[叔母],,,,1,[父],,FALSE,1,[子],2012-03-04,13,申立人,親権喪失,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,"【事案】
未成年者は父母に養育されてきたが、R5.10に母が死亡。母の死亡によりその生命保険金が振り込まれた後、父は無断でそれを払い戻して遊興費に費消した。未成年者の兄（高校三年生）は、父に、母が学費等に残してくれた貯金を費消しないよう懇願したが、父は、未成年者ら名義の通帳をもって自宅を出た後、連絡を途絶えさせていった。叔母は、本件と共に保全処分を申し立て、R7.5.13に叔母を職務代行者とする旨の保全処分がされた後は、兄と二人で生活していた未成年者を引き取り、未成年者は従前より比較的落ち着いた生活を送り、未成年者自身も好意的に現状の生活を受け止めている。父も、未成年者が叔母による監護を受けることを認める旨の意向を示している。
【判断】
父は、合理的な理由もなく進学費用として母が遺した保険金等を領得して遊興費に費消し、未成年者と兄を置いて出た後は、監護を放棄しているから、親権の行使が不適当であることによりこの利益を著しく害するといえる。そして、領得した金員を返還せず、叔母の監護を受けることを認める意向を示しているから、親権行使への意欲、関心を失っている状態にあり、これらの問題が今後２年以内に解消する見込みはない。","【積極】
・未成年者の意向
・監護の放棄
・現状の父以外による監護を容認
・未成年者の金員を領得し、返還しない"
2010,家裁,親権停止,2023-03-24,1,[母方祖母],,,,1,[母],,FALSE,1,[子],2021-08-01,1,乳児院,親権停止,一定期間,24,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,"【事案】
母は住所不定で生活実態が不明瞭、経済的に困窮しており、申立人、児童相談所や裁判所からの連絡にもほとんど応じない。未成年者は、母の同意の下で施設入所処置がとられ、乳児院で生活しているが、母との連絡がつかず、申立人との面会ができない。
【判断】
親権者の現状では、今後も、未成年者に対する適切な監護養育が期待できず、未成年者の利益を害するおそれが高い。","【積極】
・連絡がとれない状態が継続"
2021,家裁,親権停止,2023-11-17,1,[父方祖母],,,,1,[父],,FALSE,1,[子],2014-01-19,9,事件本人,却下,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,"【事案】
父が、未成年者を叱る際に手を挙げることも何度があり、児童相談所が、未成年者に対する身体的暴力行為があったことを理由として、２度に渡り、一時保護。父は、一時保護解除後も、父は、児童相談所に転居の連絡をせず、児童相談所による家庭訪問や管轄児相への引継ぎの指導に従わなかった。
※　子の監護状況、子の意向・心情の調査を実施。
【判断】
父の継続的な体罰や児童相談所の指導に適切に服さないことが不適当であり、父が従前の監護方法に十分な内政を深めていているとは言い難いが、反省していると一応述べており、一時保護解除後の暴力はないこと、監護態勢や住環境に問題がうかがわれないこと、親権停止をしないでほしいとの未成年者の意向、小学校による見守りが期待できることなどを考慮して、現状において、親権停止の要件に該当しない。","【積極】
・継続的な体罰
・児相の指導に従わない
【消極】
・叱る際に何度が手を挙げたという限度での認定
・一時保護後の暴力はなく、本人の行動が改善している
・子が停止を望んでいない
・監護態勢等に問題がない
・小学校の見守りが期待できる"
2030,家裁,親権停止,2024-12-25,1,[母方祖母],,,,1,[母],,FALSE,2,[子A],2007-03-25,17,申立人,親権停止,成人するまで,,,[子B],2012-06-07,12,申立人,親権停止,一定期間,24,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,FALSE,"【事案】
親権者母は、統合失調症により一度目の医療入院を経た後も、定期的な通院を維持せず、家庭内において、自炊ができず、親権者母宅にハエが大量発生していても、長女が銀行から金を盗んだため資金がないとして対応しなかった。また、申立人や母方伯母を敵とみなして未成年者らと連絡を取り合うことを禁じたり、未成年者らも敵とみなして怒鳴り、夜中、未成年者らを寝かせなかった。母が再び医療保護入院をした際、申立人が申立て。申立人から、母に、新たな医療症の交付を求めたが、母はマイナンバーカードとの引き換えを求めて即座には交付せず。
※　子らの調査を実施し、子らは親権停止を希望
【判断】
同居中の母の監護は、未成年者らの心身の安全を脅かすもので、非常に不適当な親権行使であり、未成年者らが恐怖心を抱くことも無理はない。親権行使の問題点が改善されたとは認められず、医療行為や学校関係の手続について、子らに不利益が生じる状況となっている。","【積極】
・虐待の頻度、態様
・子が親権停止を希望
・本人が改善せず
・親権行使による不利益が生ずる状況"
2040,家裁,親権停止,2016-11-29,1,児童相談所長,,,,2,[母],[養父],FALSE,1,[子],1998-05-08,18,,親権停止,成人するまで,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,"【事案】
養父は、母との婚姻の際、子と性行為することを求めて子はこれを了承した。養父は、その後、執拗に子に性行為を要求し、母は、養父の行動を黙認した。
※　子の調査を実施し、養父の親権停止は積極的に、母の親権停止は消極的に希望
【判断】
養父は、執拗に性行為を要求したこと、母が、これを知りながらこれを容認、助長したことから、要件該当性は明らか。","【積極】
・性行為を執拗に迫り、これを容認・助長"
2050,家裁,親権停止,2024-11-01,1,児童相談所長,,,,1,[母],,FALSE,1,[子],2008-02-10,16,後見人,親権停止,成人するまで,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,"【事案】
未成年者は、児相の一時保護後、児童養護施設への入所、医療保護入院の措置がとられた（双極性障害と診断）が、児相からの親権者との連絡が取れない状態が継続しており、２年間の親権停止の審判がされ、未成年後見人が選任された。前回の親権停止審判後、精神医療センターへの一時保護委託と児相での一時保護が繰り返された。
※　子の調査により、後見人がやってくれているので、どちらでもよいとの意向を示す。
【判断】
引き続き投薬等の継続的な治療が必要であり、親権者の同意や判断を要する治療が必要となる可能性が否定できず、親権者と連絡が取れない状態が長期間継続していて、必要な場面で親権者の同意が得られないことが想定される。","【積極】
・連絡がとれない状態が継続"
2060,家裁,親権停止,2024-11-08,1,[父],,,,2,[母],[養父],FALSE,1,[子],2016-05-16,8,児童養護施設,却下,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,"【事案】
父の親権者変更調停申立て中に、母が養父と婚姻し、子らと養子縁組。その後、母・養父宅のライフラインが料金滞納により停止し、児相が子らを一時保護した後、児童養護施設に入所。父は監護者変更調停を申し立てた後、本件を申立て。
【判断】
①ライフラインが料金滞納により止まる、②子の虫歯の治療ができず、夜間に子らで過ごすことがあったことなど、③子の前で子の姉に「頭が悪い」等の暴言を吐く、子の姉から金を借りるなど、監護には問題があったが、子と親権者らの間には愛着関係が形成・維持され、発育状況に特段の問題がなく、学校への適応状況にも大きな問題ないことから、一定程度の監護能力があることを推認させる。
上記①は改善され、②は意図的、重大ではなく、③未成年者らへの直接的な暴言があったわけではないことから、上記監護上の問題は、Neglectの中でも加害意図が軽薄で子に対する関心を失ってはいない部類に入る。
","【積極】
・ネグレクト、暴言

【消極】
・虐待の意図が軽薄
・本人の行動が改善
・監護態勢等に問題がない
・親子関係に問題がない"
2070,家裁,親権停止,2013-05-10,1,児童相談所長,,,,1,[母],,FALSE,1,[子],2000-06-17,12,事件本人,親権停止,一定期間,24,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,"【事案】
未成年者は幼少時から母親からの暴力等の虐待を繰り返し受け、平成21年に児童院措置を受けた。母は精神科医によるカウンセリングや虐待親向けのグループプログラムを受けたが、児童院措置解除後も、暴力や、より陰湿な未成年者の人格を貶め傷つける振る舞い、首を絞めるなどの生命に危険が及びかねない暴行を行うようになり、児相の指導やカウンセリングを拒否。
※　子の調査を実施し、親権停止は良いとも悪いともいえないが、母と一度距離を置くことは必要であるとの意向。
【判断】
母の行いは身体的・心理的虐待というほかないが、母は真摯な反省は見受けられず、子を引き取った後は児童相談所との連絡を絶ち、引っ越して電話番号を変えるなどした上、虐待を隠す傾向がある。","【積極】
・虐待の悪質性、長期間
・本人の反省なし
・子の意向
・関係機関の指導を受け入れない

"
2080,家裁,親権停止,2024-05-08,1,未成年者本人,,,,1,[母],[養父],TRUE,1,[子],2010-11-12,13,その他親戚,親権停止,一定期間,24,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,"【事案】
子は出生後、母と母方祖父母宅で同居していたが、母と二人暮らしをした後、母の再婚により養父と養子縁組。子は、母と養父との間の子の出生後、夜に新生児の世話をするなどの影響により、不登校状態となった。子は祖父母宅を訪れた後、そのまま祖父母宅に居住。母は人身保護請求をしたが棄却。本案申立て後、保全処分として、 親権者らの職務を停止し,祖父を職務代行者に選任する旨の審判が確定。母らは、未成年者の進学、医療機関受診等について,未成年者の意思を尊重する意思を表明したが、子と合意に至らず。
※　子らの意向調査を実施し、未成年者は、祖父母宅での生活継続と親権者らの親権停止を希望
【判断】
子と母らとの間に、子の意思を尊重し、子の不安を払しょくするための合意が成立せず、職務代行者の祖父と母との間に深刻な感情的対立があることから、母らが、親権を背景として、進学や医療機関の受診等、子の意思決定等に不適切な干渉を及ぼす可能性あり。
また、未成年者が親権者らに対する生理的嫌悪感をあらわにし、親権者らの関与を拒絶する意向を明確に示しており、親権行使が困難。親権者らの親権の行使を一定期間制限することで不安を払しょくし、心身ともに安定した生活を遅らせることが、子の福祉に資する。","【積極】
・親権を背景に、子の意思決定に不適切な干渉を及ぼす可能性あり
・子の意向

【消極】
・母らは子の意向に一定程度配慮し、子の生活への干渉を差し控えるよう努めている"
2090,家裁,親権停止,2024-10-22,1,児童相談所長,,,,1,[母],,FALSE,3,[子A],2009-06-21,15,児童相談所,親権停止,一定期間,24,,[子B],2016-07-03,8,児童相談所,親権停止,一定期間,24,,[子C],2017-11-15,6,児童相談所,親権停止,一定期間,24,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,"【事案】
子らについて、児相の一時保護、一時保護委託、児童養護施設への入所が繰り返され、２年間の親権停止審判が確定。その後、母が子らとの面会交流直前のキャンセルを繰り返す、傷害事件で有罪判決を受けた現夫と関わらない旨の誓約書に違反して、関係を復活させた。
※　子の調査を実施し、親権停止を希望
【判断】
前件審判の親権停止期間経過後も、母の精神疾患等、生活基盤の不安定、誓約書違反などから、監護態勢を十分に改善したとは認められない。","【積極】
・精神疾患
・前件審判後に改善せず

【消極】
・自らの課題を認識し、親権者としての意識や自覚が向上"
2100,家裁,親権停止,2024-10-22,1,児童相談所長,,,,1,[父],,FALSE,2,[子A],2016-07-03,8,児童養護施設,親権停止,一定期間,24,,[子B],2017-11-15,6,児童養護施設,親権停止,一定期間,24,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,"【事案】
子らについて、児相の一時保護、一時保護委託、児童養護施設への入所が繰り返され、２年間の親権停止審判が確定。その後、父は傷害事件で有罪判決を受け、母が子らとの面会交流直前のキャンセルを繰り返す、た父と関わらない旨の誓約書に違反して、関係を復活させた。父は審問に出頭せず、書面等も提出せず、生活状況明らかではない。
※　Ｎｏ９の関連事件
※　子の調査を実施
【判断】
父は傷害事件で有罪判決を受け、前件審判の確定後も、粗暴傾向が認められ、監護態度等に著しい改善があったとは認められない。","【積極】
・粗暴傾向が改善せず"
2111,家裁,親権停止,2021-11-18,1,[父],,,,1,[母],,FALSE,1,[子],2007-04-02,14,事件本人,却下,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,"【事案】
父と母は、別居後、離婚訴訟により、親権者を母として離婚する旨の判決がされたが、控訴審において、再び同居するとの和解が成立し、父母と子の同居が再開された。その後、母が子を連れて、実家に帰り、再び別居に至った。
※　子の監護状況の調査を実施
【判断】
母の監護が不適当との諸々の主張は認められず、母が父に暴行をして、これを子に見せつけたと主張する主張も採用できない。
※　抗告棄却",
2120,家裁,親権停止,2023-03-29,1,[母方叔母],[母方叔父],,,1,[父],,FALSE,1,[子],2015-01-04,8,申立人,却下,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,"【事案】
申立人らは、子の出生後、母の監護を補助し、子との交流を頻繁に行っており、母が父と別居して以降、子を事実上監護。母は、親権者を父と定めて協議離婚。父は東京から高知の実家に戻り祖母と同居。
※　子の状況及び身上調査を実施し、子は東京の申立人宅での生活を希望
【判断】
同居中の振る舞いからは、未成年者に対する愛情表現や関心の薄さが見受けられ、苛立ちを示して怒って頭を叩いたりしたことがあるが、親子関係において通常みられる程度であり、暴力行為やその他不適切な関わりをしていた事実は認められない。父が、対立状態となった申立人に対する不適切な言動をしたとしても、未成年者に対する親権の行使として不適切であったとはいえない。父が未成年者や申立人との合意なく、転出届を提出等したことは、未成年者との関係でも不適切であったが、不当な意図があったとまではいえず、直ちに停止事由に当たるとは評価できない。
申立人の監護態勢が良好であって、親権者の態勢がそれに及ばないとしても、直ちに親権の行使が不適切となるわけではない。
※　抗告棄却","【積極】
・頭を叩く、無断で転出届を提出
・子の意思

【消極】
・不適切な言動があったとしても、内容・意図等から、親権停止事由とはいえず"
2130,家裁,親権停止,2023-05-25,1,[母方祖父],,,,1,[母],,FALSE,1,[子],2015-03-16,8,申立人,親権停止,一定期間,24,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,"【事案】
児相は母の怒鳴り声などの通告を心理的虐待として受理した後、母は、申立人に子を預けた。申立人は、母に小学校の転校手続を求めたが、母は拒絶し、子は小学校に通っていない。
※　子の調査を実施を実施し、「絶対帰りたくない。ママが嫌だからね。」、母が「怖い。」との発言。
【判断】
児相への通告の経緯からすると、母の子に対する暴言等の不適切な言動があり、子が母宅に戻ることを拒否していることから、子の心情に反して母の監護者に戻すことは、相当ではない。そして、母が転校を拒絶し、小学校に通っていないことからすると、親権の行使は不適当。
※　職務代行者選任の申立ては、本案の審判の申立てとしては、法的根拠なく不適法として、却下
※　抗告は却下","【積極】
・身体的、心理的虐待の存在
・子の意思
・進学に関する親権の不適切な行使"
2140,家裁,親権停止,2024-05-16,1,児童相談所長,,,,1,[母],,FALSE,1,[子],2006-12-18,17,独居,親権停止,成人するまで,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,"【事案】
父は不詳。母は出産後乳児院に子を預け、その後居所不明となった際に子は養護施設に入所した。申立時に母は音信不通で審問にも出頭せず。
※　子の調査
【判断】
親権者は、これまで子と一切交流したことがなく、児童との音信不通が継続しており、未成年者の今後の自立にあたり、親権者による適切な親権の行使が期待できない。
","【積極】
・連絡がとれない状態が継続"
2150,家裁,親権停止,2024-11-18,1,児童相談所長,,,,2,[父],[母],FALSE,2,[子A],2018-11-21,6,その他施設,親権停止,一定期間,24,,[子B],2022-09-03,2,その他施設,親権停止,一定期間,24,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,"【事案】
子らは出生後、一時保護委託を経て、児福２８条１項審判により、児童養護施設又は乳児院への入所措置がとられた。父母は、長年にわたり精神科病院への入退院を繰り返し、統合失調症と診断されているが、自己判断で治療を中断。子らの定期予防接種に一切同意しないとして申立てがされ、審問でもワクチンの危険性を述べるなどして同意を拒否。
【判断】
定期予防接種を受けられないでいることは子らにとって重大な不利益であり、不同意についての合理的理由なし
","【積極】
・ネグレクトの内容"
2160,家裁,親権停止,2025-04-18,1,[養母方祖父],,,,1,[養母],,FALSE,2,[子A],2012-02-03,13,その他施設,却下,,,,[子B],2014-04-07,11,事件本人,却下,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,"【事案】
子らは、出生後、母と申立人宅で同居していたが、子らと離島に居住し、養父と婚姻して、共同養子縁組をした。養父は、子らの発達の偏りを理解せず、大声で叱責を繰り返し、長男を山に置き去りにする、夜に家から閉め出すなどし、母は止めなかった。児相による一時保護を経て、母と養父は離婚し、母は転居したが、同島に住む養父との交流を続けている。
※　子の意向調査を実施し、長男は養父
【判断】
養父の行為を止めず、養父から避難もさせないなど、母の養育態度や親権行使のあり方に問題があったことは否定できず、長男の精神的傷つきは深いが、児童相談所の介入後、母は、養父と離婚するなど子らの意向及び心情を優先した行動を模索しており、子らはいずれも母との生活を望み、養父と離婚後に母が親権者となることを希望していることなどを理由に、却下された。","【積極】
・養育態度や親権行使に問題あり。
・子の精神的ダメージ

【消極】
・改善がみられる
・子の意向"
2170,家裁,親権停止,2025-04-25,1,[母方祖母],,,,1,[父],,FALSE,2,[子A],2010-02-02,15,申立人,親権停止,一定期間,24,,[子B],2012-05-01,12,申立人,親権停止,一定期間,24,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,"【事案】
父は、子らが幼い頃から日常的に暴力を振るい、子らの面前で、母に対して暴言を吐いたり、暴力を振るったりした。母は、父に離婚訴訟を提起中に死亡。子らは申立人宅で生活するが、不登校であり、昼夜逆転又は引きこもりとなっている。
【判断】
父は子らに対して日常的に暴力を振るい、その後も関係の再構築へ向けた努力をしたこともなく、親権者としての適格性を認めがたい。父は、母の死後、子らに会いに来たことも、生活費を払ったこともなく、親権者として行動しようとする意志を欠いている。","【積極】
・暴力
・親権者としての不適切な対応
・子の意向"
2180,家裁,親権停止,2024-10-03,1,[母方祖母の夫],,,,2,[父],[母],FALSE,1,[子],2012-03-05,12,申立人,親権停止,一定期間,24,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,"【事案】
未成年者は自閉スペクトラム症であり、出生後、主に申立人宅で生活していたが、母と父が、未成年者の特性や意向に配慮せずに、転校させる、医療機関での治療や予防接種等への協力が得られないこと等を理由に２年間の親権停止を認めた前件審判がされた。
※　子の調査を実施し、親権停止を希望
【判断】
未成年者は、申立人宅で安定した生活を送っており、父母に強い嫌悪感を示しているが、前件審判の確定後、未成年者と父母との間に父母が未成年者を適切に監護できる関係が形成されていない。この状況で父母が親権を行使すると、未成年者らの意思に反して安定した生活環境を変えることになる上、転校を余儀なくされ、自閉スぺクトラム症の特性を有する未成年者の精神的安定が損なわれ、健全な成長が妨げられるおそれがある。","【積極】
・現在の監護状況
・前件審判後の親子関係の不形成
・子の意向
・医療機関での治療等への適時の同意が得られない状況に変化なし"
2190,家裁,親権停止,2024-02-01,1,児童相談所長,,,,1,[母],,FALSE,2,[子A],2006-02-17,17,その他施設,親権停止,成人するまで,,,[子B],2007-05-27,16,その他施設,親権停止,成人するまで,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,"【事案】
母の交際相手が、三女に対して性加害を行い妊娠したとの虐待通告があり、二女に対しても性的虐待を加えた疑いにより、二女と三女は施設に一時保護された。二女は知的障害を有しており、三女は中絶手術を受けたが性被害の影響でトラウマ症状を示している。交際相手は刑事裁判で公訴事実を認めたが、母は性加害の事実を否定している。
※　子の調査を実施し、母に対する否定的な意向を示す
【判断】
母は交際相手による性加害行為の受け止めや子らの心情に対する振り返りができておらず、子らにおいても母が心情に配慮する可能性に全く期待しておらず、母子間の信頼関係がみられないため、子らにとって安心できる適切な親子関係を構築しておらず、その構築も困難。","【積極】
・交際相手による性加害とその否認
・適切な親子関係の不存在
・今後の構築が困難"
2200,家裁,親権停止,2024-08-09,1,[母],,,,1,[父],,FALSE,1,[子],2017-05-15,7,申立人,却下,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,"【事案】
父母が同居し、父は二女及び未成年者を連れて実家に転居したが、母による監護者指定の審判申立てにより、未成年者の監護者を母と定め、父に対し、未成年者を母に引き渡すよう命ずる審判及び保全処分が確定した。母は、父から、引き渡しを受けた後、父母間の争いを未成年者や姉妹を巻き込む行為、未成年者の引渡し時の状況、健康保険被保険者証の未交付、幼稚園の退園手続きの拒否、預金引き出しなどを理由に、本件を申立てた。
【判断】
申立人が主張する事由は、母による未成年者の監護を尊重しないものであるうえ、父母間の葛藤にあえて巻き込んでいる点で親権者として適切な行動とは言い難い面があるものの、父の一連の言動によって、未成年者の監護状態に重大な支障が生じたり、未成年者自身の心身に大きな悪影響が生じたりしたことはなく、未成年者の福祉を大きく害するような状況には至っていないと判断し、本件申立てを却下した。","【積極】
・親権者として不適切な行動

【消極】
・現在の監護状況
・今後の監護への支障の蓋然性なし"
2210,家裁,親権停止,2023-11-29,1,児童相談所長,,,,2,[父],[母],FALSE,3,[子A],2006-05-15,17,里親,却下,,,,[子B],2009-05-10,14,里親,却下,,,,[子C],2011-06-27,12,里親,却下,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,TRUE,"【事案】
父が子らの胸を触ることを繰り返し（逮捕後、処分保留で釈放）、子らは児相による一時保護が継続。父は、否認しており、母は、父と一時別居するも、父と和解し、父の否認に同調して、子らが嘘をついていると非難。
※　子らの調査を実施し、いずれも父母との同居を拒否、長女は親権停止を希望
【判断】
父は、子らへの性的虐待行為、怒鳴ったり、子らを叩いたり、子らの面前で母を叩いたりするなどの暴力を繰り返し、母は、何ら有効な対策を取らず、父と再び和合しており、未成年者らに安心安全な環境を提供できていなかったとして、父母による監護状況は不適切切であった。そして、子らはいずれも父母との同居を強く拒否していることから、父母の監護養育が子らの福祉を害することは明らかであり、里親や施設での生活が最善の措置である。
しかし、里親委託又は施設入所により、子らを父母から引き離せば未成年者らの再被害は防止できるから、親権停止が必要とはいえず、父が子の意向を無視して高校退学手続をとろうとするなど不適切な親権行使をしようしとしたが、実害は生じておらず、父母が今後の実効的な妨害行為をすることは困難として、親権停止の必要性を否定。","【積極】
・わいせつ、暴力、面前ＤＶ
・不適切な親権行使
・子の意向
・今後の改善可能性なし

【消極】
・里親委託又は施設入所による再被害防止が可能
・実効性ある妨害行為が困難

※　個人的にはこの判断には疑問が多い。特異な事例であり、紹介方法には慎重な検討が必要か。"
2220,家裁,親権停止,2021-02-01,1,児童相談所長,,,,2,[父],[母],FALSE,1,[子],2020-04-16,0,一時保護,親権停止,一定期間,24,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,"【事案】
子らは出生後、Neglect（父母と同居していた自宅が不衛生な環境）の理由で、児相により一時保護。未成年者は持病のため定期予防接種の確実な履行が必要と診断されているが、父母は、定期予防接種には同意せず、緊急医療に対する事前同意も拒否。
【判断】
子の持病から通常以上に定期予防接種の必要性が高く、緊急医療行為が必要となる可能性があるが、子が必要な医療措置を受けることが困難であり、親権を停止しなければ、定期予防接種を含む必要な医療的措置を受けることができない。","【積極】
・医療ネグレクト"
2230,家裁,親権停止,2022-01-14,1,児童相談所長,,,,1,[母],,FALSE,1,[子],2004-08-03,17,その他施設,親権停止,成人するまで,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,"【事案】
子の高校留年を契機に母が食事選択をせず、子との会話もなくなり、子が家を出て、児相に一時保護。その後、母は、児相や学校からの連絡にほとんど応答せず。
※　子の調査を実施し、母に対する不信感と母に頼らず自立する意向を示す。
【判断】
進学等の重要な事項について、学校や児相等からの連絡に適時に対応しないことを繰り返し、今後の改善が見込めない。","【積極】
・児相や学校からの連絡に対応しない不適切な言動
・子の意向"
2240,家裁,親権停止,2022-08-29,1,[父],,,,1,[母],,FALSE,1,[子],2013-01-27,9,その他施設,却下,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,"【事案】
父母は、申立人である父の未成年者に対する身体的虐待をきっかけに別居し、親権者を母として離婚した。その後未成年者は広汎性発達障害と診断され、家庭内における親権者母への暴言暴力を原因として児相から施設入所の提案を受け、親権者母及び未成年者はこれに同意し、一時保護委託を経て施設入所措置となった。申立人は、親権者母が未成年者を施設に入所させたことをもって、親権者母には監護意思がないなどとして、親権停止審判の申立てをした。
※　児相に対する調査嘱託を実施
　なお、申立人が直近で申し立てていた未成年者の親権者変更申立事件において実施された児相に対する調査嘱託の回答において、申立人の話題に触れることで未成年者が不安定となって施設生活に影響が出る可能性を考慮し、家庭裁判所調査官による未成年者の調査は不適切である旨の指摘あり。
【判断】
未成年者の施設入所の経緯からすれば、未成年者について施設入所が必要であるとした児童相談所の判断は相当であり、これに応じて施設入所させた親権者母の判断が未成年者に対する親権の行使として不適切であるとはいえない。","【消極】
・親権者が施設入所に同意した行為に問題なし"
